0 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00
1 2.308309e+00 2.308309e+00 2.311433e+00 2.311433e+00 2.316013e+00 2.316013e+00 2.315703e+00 2.315703e+00 2.310934e+00 2.310934e+00
11 8.956904e+00 8.956904e+00 9.180306e+00 9.180306e+00 9.534816e+00 9.534816e+00 9.509703e+00 9.509703e+00 9.143694e+00 9.143694e+00
21 5.711935e-01 5.711935e-01 5.733986e-01 5.733986e-01 5.767039e-01 5.767039e-01 5.764773e-01 5.764773e-01 5.730438e-01 5.730438e-01
31 4.315652e+00 4.315652e+00 4.166971e+00 4.166971e+00 3.980182e+00 3.980182e+00 3.991827e+00 3.991827e+00 4.189428e+00 4.189428e+00
41 4.561996e-01 4.561996e-01 4.601691e-01 4.601691e-01 4.662083e-01 4.662083e-01 4.657909e-01 4.657909e-01 4.595273e-01 4.595273e-01
51 2.658826e-01 2.658826e-01 2.656715e-01 2.656715e-01 2.655053e-01 2.655053e-01 2.655113e-01 2.655113e-01 2.656998e-01 2.656998e-01
61 1.767242e+00 1.767242e+00 1.863549e+00 1.863549e+00 2.036342e+00 2.036342e+00 2.023174e+00 2.023174e+00 1.847163e+00 1.847163e+00
71 1.808664e-01 1.808664e-01 1.810201e-01 1.810201e-01 1.813868e-01 1.813868e-01 1.813567e-01 1.813567e-01 1.809901e-01 1.809901e-01
81 1.554908e-01 1.554908e-01 1.541387e-01 1.541387e-01 1.523733e-01 1.523733e-01 1.524851e-01 1.524851e-01 1.543463e-01 1.543463e-01
91 6.987908e-01 6.987908e-01 6.602204e-01 6.602204e-01 6.143235e-01 6.143235e-01 6.171070e-01 6.171070e-01 6.659251e-01 6.659251e-01
101 4.997283e-01 4.997283e-01 5.152943e-01 5.152943e-01 5.411423e-01 5.411423e-01 5.385416e-01 5.385416e-01 5.118186e-01 5.118186e-01
111 1.400693e-01 1.400693e-01 1.382639e-01 1.382639e-01 1.359616e-01 1.359616e-01 1.361035e-01 1.361035e-01 1.385359e-01 1.385359e-01
121 2.190967e-01 2.190967e-01 2.106100e-01 2.106100e-01 1.999429e-01 1.999429e-01 2.006044e-01 2.006044e-01 2.118877e-01 2.118877e-01
131 7.131581e-01 7.131581e-01 7.540537e-01 7.540537e-01 8.370570e-01 8.370570e-01 8.303554e-01 8.303554e-01 7.469147e-01 7.469147e-01
141 1.147420e-01 1.147420e-01 1.117297e-01 1.117297e-01 1.079374e-01 1.079374e-01 1.081795e-01 1.081795e-01 1.121954e-01 1.121954e-01
151 9.507157e-02 9.507157e-02 9.056979e-02 9.056979e-02 8.502190e-02 8.502190e-02 8.536562e-02 8.536562e-02 9.124794e-02 9.124794e-02
161 1.037565e+00 1.037565e+00 8.027052e-01 8.027052e-01 6.280213e-01 6.280213e-01 6.368043e-01 6.368043e-01 8.306696e-01 8.306696e-01
171 1.243026e-01 1.243026e-01 1.208188e-01 1.208188e-01 1.165406e-01 1.165406e-01 1.167010e-01 1.167010e-01 1.211898e-01 1.211898e-01
181 9.067701e-02 9.067701e-02 8.542604e-02 8.542604e-02 7.910300e-02 7.910300e-02 7.948791e-02 7.948791e-02 8.620625e-02 8.620625e-02
191 1.093910e-01 1.093910e-01 1.004766e-01 1.004766e-01 9.028311e-02 9.028311e-02 9.095525e-02 9.095525e-02 1.018964e-01 1.018964e-01
201 6.721201e-01 6.721201e-01 7.395603e-01 7.395603e-01 9.580979e-01 9.580979e-01 9.325273e-01 9.325273e-01 7.252032e-01 7.252032e-01
211 7.752726e-02 7.752726e-02 7.234439e-02 7.234439e-02 6.626427e-02 6.626427e-02 6.662962e-02 6.662962e-02 7.310719e-02 7.310719e-02
221 6.775393e-02 6.775393e-02 6.130581e-02 6.130581e-02 5.405200e-02 5.405200e-02 5.447925e-02 5.447925e-02 6.223784e-02 6.223784e-02
231 3.825862e-01 3.825862e-01 2.962445e-01 2.962445e-01 2.264891e-01 2.264891e-01 2.296758e-01 2.296758e-01 3.057960e-01 3.057960e-01
241 1.473321e-01 1.473321e-01 1.391397e-01 1.391397e-01 1.301970e-01 1.301970e-01 1.306603e-01 1.306603e-01 1.402481e-01 1.402481e-01
251 6.099253e-02 6.099253e-02 5.471514e-02 5.471514e-02 4.781945e-02 4.781945e-02 4.822110e-02 4.822110e-02 5.561458e-02 5.561458e-02
261 6.044494e-02 6.044494e-02 5.238742e-02 5.238742e-02 4.401495e-02 4.401495e-02 4.450100e-02 4.450100e-02 5.353647e-02 5.353647e-02
271 1.355720e-01 1.355720e-01 1.098497e-01 1.098497e-01 8.622172e-02 8.622172e-02 8.738696e-02 8.738696e-02 1.129874e-01 1.129874e-01
281 9.204602e-02 9.204602e-02 8.193519e-02 8.193519e-02 7.114825e-02 7.114825e-02 7.173063e-02 7.173063e-02 8.330249e-02 8.330249e-02
291 6.392100e-02 6.392100e-02 5.385784e-02 5.385784e-02 4.393726e-02 4.393726e-02 4.448614e-02 4.448614e-02 5.523147e-02 5.523147e-02
301 4.451429e-02 4.451429e-02 3.650360e-02 3.650360e-02 2.902642e-02 2.902642e-02 2.946708e-02 2.946708e-02 3.765332e-02 3.765332e-02
311 1.416509e-01 1.416509e-01 1.026339e-01 1.026339e-01 7.358421e-02 7.358421e-02 7.504859e-02 7.504859e-02 1.073449e-01 1.073449e-01
321 5.592280e-02 5.592280e-02 4.651195e-02 4.651195e-02 3.747223e-02 3.747223e-02 3.789652e-02 3.789652e-02 4.763646e-02 4.763646e-02
331 4.383642e-02 4.383642e-02 3.468200e-02 3.468200e-02 2.660180e-02 2.660180e-02 2.702932e-02 2.702932e-02 3.587171e-02 3.587171e-02
341 5.948047e-02 5.948047e-02 4.549776e-02 4.549776e-02 3.376595e-02 3.376595e-02 3.433421e-02 3.433421e-02 4.716818e-02 4.716818e-02
351 9.186243e-02 9.186243e-02 6.574701e-02 6.574701e-02 4.743068e-02 4.743068e-02 4.930555e-02 4.930555e-02 7.160353e-02 7.160353e-02
361 8.146372e-02 8.146372e-02 6.757081e-02 6.757081e-02 5.464236e-02 5.464236e-02 5.491436e-02 5.491436e-02 6.863064e-02 6.863064e-02
371 3.722589e-02 3.722589e-02 2.797304e-02 2.797304e-02 2.045743e-02 2.045743e-02 2.084119e-02 2.084119e-02 2.912638e-02 2.912638e-02
381 4.939015e-02 4.939015e-02 3.537490e-02 3.537490e-02 2.480162e-02 2.480162e-02 2.533576e-02 2.533576e-02 3.708471e-02 3.708471e-02
391 1.817302e-01 1.817302e-01 1.086285e-01 1.086285e-01 6.787281e-02 6.787281e-02 6.990887e-02 6.990887e-02 1.168405e-01 1.168405e-01
401 2.528826e-01 2.528826e-01 2.413363e-01 2.413363e-01 2.810387e-01 2.810387e-01 2.600399e-01 2.600399e-01 2.330298e-01 2.330298e-01
411 4.927270e-02 4.927270e-02 3.541209e-02 3.541209e-02 2.491706e-02 2.491706e-02 2.542612e-02 2.542612e-02 3.704895e-02 3.704895e-02
421 4.207704e-02 4.207704e-02 2.836273e-02 2.836273e-02 1.880417e-02 1.880417e-02 1.918438e-02 1.918438e-02 2.970084e-02 2.970084e-02
431 9.608252e-02 9.608252e-02 5.770993e-02 5.770993e-02 3.535154e-02 3.535154e-02 3.621583e-02 3.621583e-02 6.113559e-02 6.113559e-02
441 1.300894e-01 1.300894e-01 1.063825e-01 1.063825e-01 8.149417e-02 8.149417e-02 7.640016e-02 7.640016e-02 9.834667e-02 9.834667e-02
451 3.586954e-02 3.586954e-02 2.342966e-02 2.342966e-02 1.523252e-02 1.523252e-02 1.558971e-02 1.558971e-02 2.473163e-02 2.473163e-02
461 3.307612e-02 3.307612e-02 2.018521e-02 2.018521e-02 1.250438e-02 1.250438e-02 1.286492e-02 1.286492e-02 2.158320e-02 2.158320e-02
471 5.127573e-01 5.127573e-01 2.099652e-01 2.099652e-01 9.327044e-02 9.327044e-02 8.857614e-02 8.857614e-02 1.716518e-01 1.716518e-01
481 1.260977e-01 1.260977e-01 8.407701e-02 8.407701e-02 5.679502e-02 5.679502e-02 5.829013e-02 5.829013e-02 8.929232e-02 8.929232e-02
491 4.726506e-02 4.726506e-02 2.877903e-02 2.877903e-02 1.770032e-02 1.770032e-02 1.810434e-02 1.810434e-02 3.041319e-02 3.041319e-02
501 4.478823e-02 4.478823e-02 2.439419e-02 2.439419e-02 1.395753e-02 1.395753e-02 1.438875e-02 1.438875e-02 2.627798e-02 2.627798e-02
